clima_id,ciudad_id,fecha,temperatura_c,humedad_pct,viento_kmh,lluvia,mm_lluvia,es_festivo
100,1,2024-04-09,16.1,60.7,10.2,False,0.0,False
101,1,2024-04-10,16.3,81.3,14.5,True,3.2,False
102,1,2024-04-11,15.3,74.9,8.4,False,0.0,False
103,1,2024-04-12,14.2,69.6,15.9,False,0.0,False
104,1,2024-04-13,13.7,79.9,17.4,True,3.5,False
105,1,2024-04-14,14.5,70.9,10.1,True,0.9,True
106,1,2024-04-15,14.5,63.4,6.4,False,0.0,False
107,1,2024-04-16,12.7,85.9,3.9,True,13.4,False
108,1,2024-04-17,17.1,74.8,8.0,True,18.9,False
109,1,2024-04-18,12.6,74.6,17.1,True,0.1,False
110,1,2024-04-19,15.5,78.9,12.4,False,0.0,False
111,1,2024-04-20,11.1,68.2,10.6,False,0.0,False
112,1,2024-04-21,14.9,76.8,12.1,True,26.4,True
113,1,2024-04-22,14.9,75.4,21.1,True,0.6,False
114,1,2024-04-23,14.8,92.2,8.9,True,9.5,False
115,1,2024-04-24,15.7,76.5,20.8,False,0.0,False
116,1,2024-04-25,12.4,68.3,9.6,False,0.0,False
117,1,2024-04-26,16.1,60.5,4.3,True,5.0,False
118,1,2024-04-27,14.7,79.6,15.9,False,0.0,False
119,1,2024-04-28,15.5,86.8,14.8,False,0.0,True
120,1,2024-04-29,13.7,84.4,10.1,True,16.1,False
121,1,2024-04-30,10.6,85.8,11.5,False,0.0,False
122,1,2024-05-01,16.5,74.1,11.8,True,4.3,True
123,1,2024-05-02,14.5,77.4,18.1,False,0.0,False
124,1,2024-05-03,14.6,71.4,14.5,True,23.2,False
125,1,2024-05-04,11.3,79.3,16.2,True,4.8,False
126,1,2024-05-05,17.1,77.7,9.0,True,3.5,True
127,1,2024-05-06,14.2,87.4,12.7,True,5.9,False
128,1,2024-05-07,16.3,83.2,12.7,False,0.0,False
129,1,2024-05-08,12.0,72.8,18.0,False,0.0,False
130,1,2024-05-09,15.8,71.5,10.6,False,0.0,False
131,1,2024-05-10,16.1,60.9,7.3,True,0.1,False
132,1,2024-05-11,9.9,76.6,3.3,True,18.8,False
133,1,2024-05-12,13.0,85.7,15.9,False,0.0,True
134,1,2024-05-13,14.7,74.9,15.2,False,0.0,False
135,1,2024-05-14,14.8,74.7,3.7,True,2.4,False
136,1,2024-05-15,13.8,74.0,11.7,True,8.0,False
137,1,2024-05-16,14.7,67.5,9.9,True,1.1,False
138,1,2024-05-17,11.9,74.5,15.8,False,0.0,False
139,1,2024-05-18,12.0,79.0,9.9,False,0.0,False
140,1,2024-05-19,12.4,63.5,11.2,True,1.6,True
141,1,2024-05-20,17.9,75.3,9.2,True,3.6,False
142,1,2024-05-21,14.4,81.8,9.5,True,16.5,False
143,1,2024-05-22,12.9,70.4,10.9,True,11.0,False
144,1,2024-05-23,9.4,62.9,17.5,False,0.0,False
145,1,2024-05-24,15.7,67.1,12.1,True,5.0,False
146,1,2024-05-25,15.9,74.0,8.2,True,6.1,False
147,1,2024-05-26,12.4,67.8,11.3,True,6.1,True
148,1,2024-05-27,13.9,66.5,9.4,False,0.0,False
149,1,2024-05-28,17.4,82.1,12.0,True,3.2,False
150,1,2024-05-29,17.0,94.0,16.1,True,0.7,False
151,1,2024-05-30,13.1,87.7,10.4,False,0.0,False
152,1,2024-05-31,12.7,86.2,6.8,False,0.0,False
153,1,2024-06-01,10.2,82.5,12.1,False,0.0,True
154,1,2024-06-02,14.3,72.1,11.0,False,0.0,True
155,1,2024-06-03,12.7,71.1,9.6,True,1.3,False
156,1,2024-06-04,12.3,75.4,8.7,False,0.0,False
157,1,2024-06-05,14.5,74.6,11.0,False,0.0,False
158,1,2024-06-06,12.2,70.4,15.0,False,0.0,False
159,1,2024-06-07,15.0,67.2,12.4,False,0.0,False
160,1,2024-06-08,15.5,61.6,14.2,False,0.0,False
161,1,2024-06-09,12.9,67.0,13.1,True,11.7,True
162,1,2024-06-10,8.5,71.3,10.8,False,0.0,False
163,1,2024-06-11,11.0,81.4,7.4,False,0.0,False
164,1,2024-06-12,14.5,97.3,5.6,False,0.0,False
165,1,2024-06-13,13.7,71.7,9.6,False,0.0,False
166,1,2024-06-14,15.5,79.2,17.8,True,9.2,False
167,1,2024-06-15,9.1,68.6,14.3,False,0.0,False
168,1,2024-06-16,13.6,78.0,9.6,False,0.0,True
169,1,2024-06-17,14.2,73.8,16.7,False,0.0,False
170,1,2024-06-18,14.5,70.2,14.4,True,1.2,False
171,1,2024-06-19,13.4,72.4,14.2,False,0.0,False
172,1,2024-06-20,16.1,57.3,13.4,False,0.0,False
173,1,2024-06-21,13.5,82.6,11.0,False,0.0,False
174,1,2024-06-22,16.6,69.6,3.1,False,0.0,False
175,1,2024-06-23,16.1,68.3,5.7,False,0.0,True
176,1,2024-06-24,14.0,81.6,3.2,True,18.4,False
177,1,2024-06-25,12.2,77.3,12.7,True,19.0,False
178,1,2024-06-26,15.1,68.0,10.4,False,0.0,False
179,1,2024-06-27,15.0,85.0,15.9,False,0.0,False
180,1,2024-06-28,14.2,71.1,13.6,False,0.0,False
181,1,2024-06-29,11.8,68.5,18.0,False,0.0,False
182,1,2024-06-30,14.8,72.2,15.3,False,0.0,True
183,2,2024-01-01,24.6,64.4,8.3,False,0.0,True
184,2,2024-01-02,20.9,75.0,15.4,True,10.2,False
185,2,2024-01-03,22.8,83.0,6.9,False,0.0,False
186,2,2024-01-04,19.5,53.8,16.0,False,0.0,False
187,2,2024-01-05,23.3,67.6,11.1,False,0.0,False
188,2,2024-01-06,19.7,87.6,10.5,False,0.0,False
189,2,2024-01-07,25.6,72.7,10.9,True,0.1,True
190,2,2024-01-08,22.9,70.0,5.4,False,0.0,False
191,2,2024-01-09,19.3,83.1,10.7,False,0.0,False
192,2,2024-01-10,22.2,67.3,13.1,False,0.0,False
193,2,2024-01-11,27.1,72.2,7.6,False,0.0,False
194,2,2024-01-12,21.7,76.6,7.7,False,0.0,False
195,2,2024-01-13,23.7,49.4,9.1,False,0.0,False
196,2,2024-01-14,23.3,78.2,6.7,False,0.0,True
197,2,2024-01-15,19.0,65.9,5.5,False,0.0,False
198,2,2024-01-16,21.7,46.4,9.8,True,1.6,False
199,2,2024-01-17,21.5,73.6,17.4,False,0.0,False
200,2,2024-01-18,24.3,65.8,5.6,False,0.0,False
201,2,2024-01-19,27.1,68.5,10.1,False,0.0,False
202,2,2024-01-20,22.0,69.6,9.4,False,0.0,False
203,2,2024-01-21,20.9,63.6,9.9,False,0.0,True
204,2,2024-01-22,20.9,79.1,0.0,True,6.7,False
205,2,2024-01-23,17.8,58.1,5.3,False,0.0,False
206,2,2024-01-24,22.4,70.3,9.0,False,0.0,False
207,2,2024-01-25,21.7,72.2,13.3,False,0.0,False
208,2,2024-01-26,19.3,75.5,15.1,True,4.2,False
209,2,2024-01-27,23.4,59.0,7.9,False,0.0,False
210,2,2024-01-28,23.0,58.2,12.9,False,0.0,True
211,2,2024-01-29,21.5,65.0,12.8,False,0.0,False
212,2,2024-01-30,22.9,65.1,14.6,False,0.0,False
213,2,2024-01-31,19.8,72.9,12.4,False,0.0,False
214,2,2024-02-01,21.4,70.6,5.0,False,0.0,True
215,2,2024-02-02,23.8,66.5,7.9,False,0.0,False
216,2,2024-02-03,24.1,62.4,4.4,False,0.0,False
217,2,2024-02-04,18.9,72.8,4.9,False,0.0,True
218,2,2024-02-05,25.5,51.3,16.8,False,0.0,False
219,2,2024-02-06,23.9,67.8,8.7,True,2.8,False
220,2,2024-02-07,24.7,85.2,12.7,False,0.0,False
221,2,2024-02-08,20.8,64.7,4.8,False,0.0,False
222,2,2024-02-09,22.2,55.0,12.2,False,0.0,False
223,2,2024-02-10,26.0,73.7,8.1,False,0.0,False
224,2,2024-02-11,23.1,81.0,16.3,False,0.0,True
225,2,2024-02-12,18.3,57.8,7.5,True,8.7,False
226,2,2024-02-13,22.1,72.1,7.1,False,0.0,False
227,2,2024-02-14,22.4,62.0,7.6,False,0.0,False
228,2,2024-02-15,19.2,60.6,4.6,False,0.0,False
229,2,2024-02-16,23.1,54.0,18.3,True,10.2,False
230,2,2024-02-17,21.4,68.8,10.7,False,0.0,False
231,2,2024-02-18,20.8,69.0,20.2,True,1.9,True
232,2,2024-02-19,21.8,65.2,11.0,True,3.3,False
233,2,2024-02-20,22.4,65.3,17.9,False,0.0,False
234,2,2024-02-21,21.9,55.5,8.4,False,0.0,False
235,2,2024-02-22,23.0,72.3,5.6,False,0.0,False
236,2,2024-02-23,23.9,62.2,9.0,True,7.1,False
237,2,2024-02-24,21.9,73.0,10.7,False,0.0,False
238,2,2024-02-25,19.3,71.0,12.4,False,0.0,True
239,2,2024-02-26,23.1,76.6,13.3,False,0.0,False
240,2,2024-02-27,22.9,67.4,3.4,False,0.0,False
241,2,2024-02-28,22.9,69.7,11.1,False,0.0,False
242,2,2024-02-29,19.4,59.4,14.2,False,0.0,False
243,2,2024-03-01,24.3,67.4,8.1,True,20.7,True
244,2,2024-03-02,23.8,56.8,12.0,False,0.0,False
245,2,2024-03-03,22.4,64.2,15.0,True,1.0,True
246,2,2024-03-04,20.2,66.5,8.2,False,0.0,False
247,2,2024-03-05,20.7,76.3,13.5,True,6.2,False
248,2,2024-03-06,22.6,68.7,14.3,True,7.7,False
249,2,2024-03-07,21.0,79.3,19.2,False,0.0,False
250,2,2024-03-08,21.3,54.5,3.0,True,16.6,False
251,2,2024-03-09,21.2,65.7,4.6,True,10.7,False
252,2,2024-03-10,20.2,60.0,6.9,False,0.0,True
253,2,2024-03-11,18.1,58.3,5.7,True,0.3,False
254,2,2024-03-12,23.4,75.9,9.1,True,24.0,False
255,2,2024-03-13,21.9,73.4,5.5,False,0.0,False
256,2,2024-03-14,22.8,69.3,12.0,False,0.0,False
257,2,2024-03-15,18.9,68.6,7.9,True,7.5,False
258,2,2024-03-16,20.8,62.9,14.8,True,1.7,False
259,2,2024-03-17,21.3,58.6,13.2,True,0.5,True
260,2,2024-03-18,24.1,70.7,8.5,False,0.0,False
261,2,2024-03-19,20.6,62.4,19.4,False,0.0,False
262,2,2024-03-20,23.9,61.3,10.7,False,0.0,False
263,2,2024-03-21,20.8,64.9,11.1,True,16.8,False
264,2,2024-03-22,22.7,61.2,10.4,True,8.5,False
265,2,2024-03-23,18.5,57.9,13.5,False,0.0,False
266,2,2024-03-24,20.1,61.3,10.0,False,0.0,True
267,2,2024-03-25,23.4,59.5,0.0,False,0.0,False
268,2,2024-03-26,20.3,77.6,11.4,False,0.0,False
269,2,2024-03-27,24.6,58.9,3.4,False,0.0,False
270,2,2024-03-28,22.9,72.7,14.4,True,16.9,False
271,2,2024-03-29,23.6,72.1,14.3,False,0.0,False
272,2,2024-03-30,24.3,62.8,11.9,True,7.7,False
273,2,2024-03-31,21.3,61.3,7.2,False,0.0,True
274,2,2024-04-01,23.0,71.3,11.6,False,0.0,True
275,2,2024-04-02,22.4,68.4,4.6,True,5.7,False
276,2,2024-04-03,23.5,80.0,10.9,True,8.0,False
277,2,2024-04-04,22.5,80.6,9.6,True,0.9,False
278,2,2024-04-05,22.6,72.9,10.7,False,0.0,False
279,2,2024-04-06,22.4,71.3,9.3,True,0.9,False
280,2,2024-04-07,21.2,65.1,10.7,False,0.0,True
281,2,2024-04-08,18.4,75.7,8.1,False,0.0,False
282,2,2024-04-09,22.3,63.5,11.5,True,16.4,False
283,2,2024-04-10,25.1,67.5,7.8,False,0.0,False
284,2,2024-04-11,25.8,58.2,9.3,True,2.6,False
285,2,2024-04-12,20.0,73.7,11.0,True,12.7,False
286,2,2024-04-13,20.9,57.8,13.5,False,0.0,False
287,2,2024-04-14,23.3,67.2,17.4,False,0.0,True
288,2,2024-04-15,19.9,75.2,9.2,True,4.1,False
289,2,2024-04-16,19.5,79.6,9.7,True,2.1,False
290,2,2024-04-17,24.2,70.2,9.1,True,27.6,False
291,2,2024-04-18,23.1,71.6,12.6,True,12.0,False
292,2,2024-04-19,24.7,69.6,12.8,False,0.0,False
293,2,2024-04-20,21.8,79.5,7.3,False,0.0,False
294,2,2024-04-21,25.6,62.1,9.9,True,1.8,True
295,2,2024-04-22,18.8,72.5,7.5,False,0.0,False
296,2,2024-04-23,24.0,65.8,9.9,False,0.0,False
297,2,2024-04-24,21.1,48.6,3.7,True,0.6,False
298,2,2024-04-25,23.5,71.0,11.9,True,9.5,False
299,2,2024-04-26,20.1,67.6,10.0,True,0.3,False
300,2,2024-04-27,19.7,80.0,13.5,False,0.0,False
301,2,2024-04-28,21.6,68.2,10.8,False,0.0,True
302,2,2024-04-29,17.9,65.8,9.7,True,0.7,False
303,2,2024-04-30,21.6,62.1,10.8,False,0.0,False
304,2,2024-05-01,19.9,75.9,12.5,False,0.0,True
305,2,2024-05-02,24.8,75.4,10.2,True,1.8,False
306,2,2024-05-03,20.7,71.1,12.7,True,9.9,False
307,2,2024-05-04,24.1,63.7,15.3,True,12.9,False
308,2,2024-05-05,22.4,84.6,7.2,False,0.0,True
309,2,2024-05-06,25.5,69.6,7.4,False,0.0,False
310,2,2024-05-07,21.0,65.4,11.7,False,0.0,False
311,2,2024-05-08,23.0,63.4,9.9,False,0.0,False
312,2,2024-05-09,26.3,60.5,13.0,True,6.5,False
313,2,2024-05-10,22.1,69.0,12.5,True,44.9,False
314,2,2024-05-11,20.0,76.7,9.6,True,0.6,False
315,2,2024-05-12,23.9,75.0,2.5,False,0.0,True
316,2,2024-05-13,20.2,55.5,18.0,False,0.0,False
317,2,2024-05-14,24.2,67.7,9.3,True,10.3,False
318,2,2024-05-15,23.8,73.2,3.7,False,0.0,False
319,2,2024-05-16,23.1,58.0,15.5,True,19.5,False
320,2,2024-05-17,23.6,71.2,7.3,False,0.0,False
321,2,2024-05-18,22.6,65.7,3.4,False,0.0,False
322,2,2024-05-19,21.9,66.7,14.2,False,0.0,True
323,2,2024-05-20,17.5,69.9,5.4,False,0.0,False
324,2,2024-05-21,22.6,71.0,9.7,False,0.0,False
325,2,2024-05-22,19.4,77.3,8.1,True,2.4,False
326,2,2024-05-23,22.7,67.6,11.9,False,0.0,False
327,2,2024-05-24,17.8,70.0,9.0,True,2.2,False
328,2,2024-05-25,24.5,73.2,4.4,False,0.0,False
329,2,2024-05-26,20.3,72.2,13.4,False,0.0,True
330,2,2024-05-27,24.4,77.7,9.6,False,0.0,False
331,2,2024-05-28,22.7,78.4,8.8,False,0.0,False
332,2,2024-05-29,22.8,67.4,9.9,True,0.9,False
333,2,2024-05-30,23.5,68.4,12.9,False,0.0,False
334,2,2024-05-31,21.8,63.3,10.0,True,3.0,False
335,2,2024-06-01,22.3,71.6,9.5,False,0.0,True
336,2,2024-06-02,24.2,51.2,21.8,False,0.0,True
337,2,2024-06-03,20.3,71.2,6.2,False,0.0,False
338,2,2024-06-04,23.3,70.2,7.4,False,0.0,False
339,2,2024-06-05,24.1,66.7,12.2,False,0.0,False
340,2,2024-06-06,20.2,67.8,18.0,False,0.0,False
341,2,2024-06-07,23.9,70.5,8.2,False,0.0,False
342,2,2024-06-08,22.1,69.6,11.8,False,0.0,False
343,2,2024-06-09,23.3,58.9,16.5,True,9.0,True
344,2,2024-06-10,19.7,76.0,9.0,True,0.9,False
345,2,2024-06-11,22.7,79.5,12.3,False,0.0,False
346,2,2024-06-12,22.7,54.5,6.3,False,0.0,False
347,2,2024-06-13,24.1,72.6,12.9,False,0.0,False
348,2,2024-06-14,23.3,78.3,9.0,False,0.0,False
349,2,2024-06-15,22.2,59.8,4.9,False,0.0,False
350,2,2024-06-16,18.7,60.9,16.2,False,0.0,True
351,2,2024-06-17,18.9,65.6,4.8,False,0.0,False
352,2,2024-06-18,20.8,69.4,7.2,False,0.0,False
353,2,2024-06-19,24.2,80.3,1.0,False,0.0,False
354,2,2024-06-20,20.6,48.0,19.2,True,15.9,False
355,2,2024-06-21,19.2,54.8,14.1,False,0.0,False
356,2,2024-06-22,26.9,73.4,12.3,True,7.5,False
357,2,2024-06-23,21.5,71.1,9.2,False,0.0,True
358,2,2024-06-24,23.1,67.7,6.2,False,0.0,False
359,2,2024-06-25,20.0,59.2,10.7,True,2.4,False
360,2,2024-06-26,24.8,75.3,3.7,False,0.0,False
361,2,2024-06-27,20.0,75.5,6.1,False,0.0,False
362,2,2024-06-28,21.6,72.4,6.1,False,0.0,False
363,2,2024-06-29,22.2,57.3,7.6,False,0.0,False
364,2,2024-06-30,22.6,55.3,11.8,False,0.0,True
365,3,2024-01-01,26.0,66.4,14.9,False,0.0,True
366,3,2024-01-02,28.7,63.0,12.3,False,0.0,False
367,3,2024-01-03,26.2,66.3,14.2,False,0.0,False
368,3,2024-01-04,26.1,56.4,11.3,False,0.0,False
369,3,2024-01-05,28.3,59.6,12.9,True,7.6,False
370,3,2024-01-06,27.5,68.0,11.2,False,0.0,False
371,3,2024-01-07,27.6,57.5,21.3,False,0.0,True
372,3,2024-01-08,24.3,63.9,10.9,False,0.0,False
373,3,2024-01-09,30.4,52.1,16.1,False,0.0,False
374,3,2024-01-10,24.5,59.2,15.8,False,0.0,False
375,3,2024-01-11,28.4,75.0,7.9,False,0.0,False
376,3,2024-01-12,26.5,61.3,24.3,True,4.0,False
377,3,2024-01-13,24.4,75.1,20.7,False,0.0,False
378,3,2024-01-14,24.9,66.6,20.5,False,0.0,True
379,3,2024-01-15,25.2,60.4,11.7,False,0.0,False
380,3,2024-01-16,24.0,56.8,9.1,False,0.0,False
381,3,2024-01-17,26.1,55.8,14.9,False,0.0,False
382,3,2024-01-18,22.9,64.6,17.3,False,0.0,False
383,3,2024-01-19,22.0,65.0,18.9,False,0.0,False
384,3,2024-01-20,23.6,75.4,15.7,False,0.0,False
385,3,2024-01-21,24.6,61.6,16.2,False,0.0,True
386,3,2024-01-22,26.2,66.3,10.3,False,0.0,False
387,3,2024-01-23,24.2,62.7,20.3,True,1.8,False
388,3,2024-01-24,25.4,72.5,9.1,False,0.0,False
389,3,2024-01-25,24.9,50.7,14.3,False,0.0,False
390,3,2024-01-26,27.6,62.6,18.9,False,0.0,False
391,3,2024-01-27,24.5,63.8,11.9,False,0.0,False
392,3,2024-01-28,26.7,66.0,16.3,False,0.0,True
393,3,2024-01-29,23.9,54.9,11.2,False,0.0,False
394,3,2024-01-30,25.5,62.7,16.8,False,0.0,False
395,3,2024-01-31,23.8,44.8,15.6,True,2.9,False
396,3,2024-02-01,31.0,62.0,17.4,False,0.0,True
397,3,2024-02-02,26.2,61.2,17.7,False,0.0,False
398,3,2024-02-03,25.4,64.1,15.3,False,0.0,False
399,3,2024-02-04,24.7,69.9,13.3,False,0.0,True
400,3,2024-02-05,24.5,66.3,10.4,False,0.0,False
401,3,2024-02-06,26.1,61.9,18.3,False,0.0,False
402,3,2024-02-07,26.9,61.8,17.3,False,0.0,False
403,3,2024-02-08,28.8,66.5,14.0,False,0.0,False
404,3,2024-02-09,23.4,53.5,12.8,False,0.0,False
405,3,2024-02-10,24.8,60.5,14.2,False,0.0,False
406,3,2024-02-11,27.1,47.6,11.4,True,27.0,True
407,3,2024-02-12,24.1,60.8,9.2,True,5.6,False
408,3,2024-02-13,27.2,74.2,18.9,False,0.0,False
409,3,2024-02-14,25.6,73.9,14.6,False,0.0,False
410,3,2024-02-15,25.3,57.1,12.8,False,0.0,False
411,3,2024-02-16,25.2,63.4,14.6,False,0.0,False
412,3,2024-02-17,26.0,65.5,18.8,False,0.0,False
413,3,2024-02-18,27.9,50.1,3.8,False,0.0,True
414,3,2024-02-19,27.9,51.1,13.1,False,0.0,False
415,3,2024-02-20,28.4,59.5,17.5,True,3.7,False
416,3,2024-02-21,27.5,57.4,3.6,True,0.1,False
417,3,2024-02-22,24.9,65.1,8.1,False,0.0,False
418,3,2024-02-23,26.4,61.9,16.3,False,0.0,False
419,3,2024-02-24,26.2,54.2,18.8,False,0.0,False
420,3,2024-02-25,25.7,52.5,13.8,True,0.8,True
421,3,2024-02-26,28.3,55.1,4.8,False,0.0,False
422,3,2024-02-27,25.1,55.0,4.9,False,0.0,False
423,3,2024-02-28,24.7,70.3,11.6,True,12.3,False
424,3,2024-02-29,29.7,67.4,12.0,False,0.0,False
425,3,2024-03-01,25.8,69.4,19.6,True,0.3,True
426,3,2024-03-02,28.4,72.4,20.2,True,18.0,False
427,3,2024-03-03,26.1,56.0,15.8,False,0.0,True
428,3,2024-03-04,24.6,60.2,14.4,True,5.7,False
429,3,2024-03-05,26.5,58.4,10.8,False,0.0,False
430,3,2024-03-06,28.6,54.2,8.7,False,0.0,False
431,3,2024-03-07,23.9,66.3,18.7,True,11.9,False
432,3,2024-03-08,27.4,66.9,19.2,True,2.5,False
433,3,2024-03-09,25.4,60.0,19.3,True,3.8,False
434,3,2024-03-10,27.1,65.6,22.7,False,0.0,True
435,3,2024-03-11,28.9,76.4,17.0,True,0.3,False
436,3,2024-03-12,27.2,59.1,10.6,True,8.5,False
437,3,2024-03-13,24.8,51.7,7.0,True,21.1,False
438,3,2024-03-14,22.1,66.6,14.6,False,0.0,False
439,3,2024-03-15,25.6,59.8,15.2,True,2.2,False
440,3,2024-03-16,27.6,68.9,11.7,False,0.0,False
441,3,2024-03-17,25.7,64.3,13.0,False,0.0,True
442,3,2024-03-18,29.2,65.9,16.9,False,0.0,False
443,3,2024-03-19,27.3,71.4,14.7,False,0.0,False
444,3,2024-03-20,23.4,65.2,11.4,False,0.0,False
445,3,2024-03-21,24.9,66.7,19.0,False,0.0,False
446,3,2024-03-22,26.0,64.5,20.8,False,0.0,False
447,3,2024-03-23,26.5,82.8,16.3,False,0.0,False
448,3,2024-03-24,22.5,64.6,17.6,True,9.3,True
