medicion_id,estacion_id,contaminante_id,valor,timestamp,flag_anomalia
129,1,4,31.8,2024-01-02 01:30:51,False
130,1,5,1.56,2024-01-02 01:51:07,False
131,1,1,6.83,2024-01-02 02:48:14,False
132,1,2,28.58,2024-01-02 02:25:54,False
133,1,3,12.89,2024-01-02 02:50:25,False
134,1,4,,2024-01-02 02:29:23,False
135,1,5,2.43,2024-01-02 02:37:24,False
136,1,1,10.41,2024-01-02 03:06:43,False
137,1,2,5.62,2024-01-02 03:56:35,False
138,1,3,16.95,2024-01-02 03:41:04,False
139,1,4,46.8,2024-01-02 03:44:19,False
140,1,5,2.39,2024-01-02 03:02:02,False
141,1,1,9.36,2024-01-02 04:06:15,False
142,1,2,26.82,2024-01-02 04:29:23,False
143,1,3,16.03,2024-01-02 04:34:26,False
144,1,4,32.53,2024-01-02 04:56:26,False
145,1,5,2.63,2024-01-02 04:39:26,False
146,1,1,8.44,2024-01-02 05:44:23,False
147,1,2,25.12,2024-01-02 05:15:54,False
148,1,3,20.84,2024-01-02 05:23:34,False
149,1,4,46.62,2024-01-02 05:03:25,False
150,1,5,1.75,2024-01-02 05:54:52,False
151,1,1,33.27,2024-01-02 06:41:40,False
152,1,2,47.08,2024-01-02 06:50:21,False
153,1,3,45.29,2024-01-02 06:36:13,False
154,1,4,67.94,2024-01-02 06:13:37,False
155,1,5,4.42,2024-01-02 06:21:49,False
156,1,1,28.03,2024-01-02 07:00:17,False
157,1,2,59.39,2024-01-02 07:08:34,False
158,1,3,41.77,2024-01-02 07:42:55,False
159,1,4,107.65,2024-01-02 07:50:50,False
160,1,5,3.89,2024-01-02 07:11:16,False
161,1,1,17.2,2024-01-02 08:33:07,False
162,1,2,73.55,2024-01-02 08:49:23,False
163,1,3,31.44,2024-01-02 08:32:14,False
164,1,4,59.55,2024-01-02 08:50:58,False
165,1,5,3.46,2024-01-02 08:29:41,False
166,1,1,41.5,2024-01-02 09:30:54,False
167,1,2,19.17,2024-01-02 09:31:45,False
168,1,3,79.13,2024-01-02 09:05:20,False
169,1,4,105.76,2024-01-02 09:17:39,False
170,1,5,4.11,2024-01-02 09:20:24,False
171,1,1,20.94,2024-01-02 10:29:32,False
172,1,2,39.82,2024-01-02 10:44:07,False
173,1,3,33.18,2024-01-02 10:49:35,False
174,1,4,65.08,2024-01-02 10:28:56,False
175,1,5,3.0,2024-01-02 10:29:25,False
176,1,1,21.71,2024-01-02 11:27:20,False
177,1,2,34.51,2024-01-02 11:09:43,False
178,1,3,27.73,2024-01-02 11:53:05,False
179,1,4,49.47,2024-01-02 11:47:23,False
180,1,5,3.32,2024-01-02 11:37:35,False
181,1,1,24.39,2024-01-02 12:26:22,False
182,1,2,4.32,2024-01-02 12:27:55,False
183,1,3,34.28,2024-01-02 12:18:38,False
184,1,4,56.71,2024-01-02 12:32:13,False
185,1,5,2.69,2024-01-02 12:54:06,False
186,1,1,14.82,2024-01-02 13:07:48,False
187,1,2,37.9,2024-01-02 13:27:54,False
188,1,3,28.31,2024-01-02 13:39:39,False
189,1,4,29.93,2024-01-02 13:38:59,False
190,1,5,2.26,2024-01-02 13:01:11,False
191,1,1,12.42,2024-01-02 14:58:21,False
192,1,2,16.61,2024-01-02 14:09:36,False
193,1,3,18.45,2024-01-02 14:47:40,False
194,1,4,53.41,2024-01-02 14:33:13,False
195,1,5,2.49,2024-01-02 14:10:23,False
196,1,1,18.51,2024-01-02 15:36:38,False
197,1,2,34.51,2024-01-02 15:10:48,False
198,1,3,25.61,2024-01-02 15:17:28,False
199,1,4,31.81,2024-01-02 15:28:26,False
200,1,5,2.27,2024-01-02 15:07:22,False
201,1,1,34.75,2024-01-02 16:43:37,False
202,1,2,61.34,2024-01-02 16:02:14,False
203,1,3,52.63,2024-01-02 16:00:13,False
204,1,4,90.34,2024-01-02 16:08:48,False
205,1,5,3.94,2024-01-02 16:00:31,False
206,1,1,36.7,2024-01-02 17:24:34,False
207,1,2,49.62,2024-01-02 17:53:42,False
208,1,3,29.74,2024-01-02 17:55:47,False
209,1,4,68.26,2024-01-02 17:58:04,False
210,1,5,3.14,2024-01-02 17:36:25,False
211,1,1,24.07,2024-01-02 18:07:25,False
212,1,2,,2024-01-02 18:51:39,False
213,1,3,30.73,2024-01-02 18:23:05,False
214,1,4,64.59,2024-01-02 18:27:37,False
215,1,5,2.29,2024-01-02 18:55:19,False
216,1,1,30.5,2024-01-02 19:49:10,False
217,1,2,50.04,2024-01-02 19:33:32,False
218,1,3,30.45,2024-01-02 19:22:46,False
219,1,4,89.1,2024-01-02 19:09:15,False
220,1,5,4.38,2024-01-02 19:11:38,False
221,1,1,10.39,2024-01-02 20:04:11,False
222,1,2,23.14,2024-01-02 20:29:48,False
223,1,3,18.59,2024-01-02 20:43:59,False
224,1,4,29.15,2024-01-02 20:39:20,False
225,1,5,2.58,2024-01-02 20:09:28,False
226,1,1,16.53,2024-01-02 21:19:50,False
227,1,2,27.63,2024-01-02 21:32:04,False
228,1,3,10.4,2024-01-02 21:03:23,False
229,1,4,53.1,2024-01-02 21:55:54,False
230,1,5,1.66,2024-01-02 21:24:29,False
231,1,1,17.63,2024-01-02 22:47:57,False
232,1,2,32.51,2024-01-02 22:36:41,False
233,1,3,32.72,2024-01-02 22:32:09,False
234,1,4,23.54,2024-01-02 22:51:57,False
235,1,5,0.88,2024-01-02 22:05:32,False
236,1,1,18.17,2024-01-02 23:45:28,False
237,1,2,46.22,2024-01-02 23:39:10,False
238,1,3,31.91,2024-01-02 23:24:26,False
239,1,4,46.62,2024-01-02 23:03:50,False
240,1,5,1.99,2024-01-02 23:21:06,False
241,1,1,24.99,2024-01-03 00:16:46,False
242,1,2,25.42,2024-01-03 00:38:55,False
243,1,3,32.13,2024-01-03 00:42:09,False
244,1,4,61.17,2024-01-03 00:41:44,False
245,1,5,3.21,2024-01-03 00:45:05,False
246,1,1,35.13,2024-01-03 01:50:21,False
247,1,2,40.14,2024-01-03 01:53:47,False
248,1,3,24.31,2024-01-03 01:05:41,False
249,1,4,51.51,2024-01-03 01:01:23,False
250,1,5,1.71,2024-01-03 01:21:49,False
251,1,1,17.18,2024-01-03 02:08:09,False
252,1,2,31.5,2024-01-03 02:06:32,False
253,1,3,24.19,2024-01-03 02:56:33,False
254,1,4,54.75,2024-01-03 02:49:39,False
255,1,5,2.21,2024-01-03 02:10:11,False
256,1,1,26.62,2024-01-03 03:51:57,False
257,1,2,35.91,2024-01-03 03:26:23,False
258,1,3,28.28,2024-01-03 03:28:39,False
259,1,4,46.01,2024-01-03 03:28:14,False
260,1,5,2.73,2024-01-03 03:51:50,False
261,1,1,25.08,2024-01-03 04:23:43,False
262,1,2,26.57,2024-01-03 04:29:49,False
263,1,3,23.13,2024-01-03 04:33:26,False
264,1,4,46.45,2024-01-03 04:51:38,False
265,1,5,1.93,2024-01-03 04:41:30,False
266,1,1,16.53,2024-01-03 05:06:45,False
267,1,2,30.78,2024-01-03 05:18:05,False
268,1,3,35.29,2024-01-03 05:57:32,False
269,1,4,56.75,2024-01-03 05:58:14,False
270,1,5,2.75,2024-01-03 05:59:01,False
271,1,1,57.63,2024-01-03 06:23:15,False
272,1,2,78.7,2024-01-03 06:14:01,False
273,1,3,71.88,2024-01-03 06:45:41,False
274,1,4,114.51,2024-01-03 06:02:18,False
275,1,5,6.37,2024-01-03 06:53:08,False
276,1,1,40.6,2024-01-03 07:39:00,False
277,1,2,22.03,2024-01-03 07:13:53,False
278,1,3,62.36,2024-01-03 07:38:33,False
279,1,4,177.96,2024-01-03 07:15:19,False
280,1,5,7.17,2024-01-03 07:40:50,False
281,1,1,58.99,2024-01-03 08:53:57,False
282,1,2,112.52,2024-01-03 08:40:32,False
283,1,3,66.41,2024-01-03 08:18:27,False
284,1,4,,2024-01-03 08:36:26,False
285,1,5,5.3,2024-01-03 08:33:23,False
286,1,1,43.77,2024-01-03 09:32:50,False
287,1,2,97.24,2024-01-03 09:24:55,False
288,1,3,86.64,2024-01-03 09:23:16,False
289,1,4,113.0,2024-01-03 09:04:22,False
290,1,5,5.5,2024-01-03 09:06:49,False
291,1,1,32.67,2024-01-03 10:08:02,False
292,1,2,66.61,2024-01-03 10:41:11,False
293,1,3,26.54,2024-01-03 10:44:30,False
294,1,4,16.04,2024-01-03 10:04:45,False
295,1,5,3.7,2024-01-03 10:18:12,False
296,1,1,22.7,2024-01-03 11:02:20,False
297,1,2,47.83,2024-01-03 11:52:34,False
298,1,3,42.71,2024-01-03 11:41:12,False
299,1,4,68.72,2024-01-03 11:03:55,False
300,1,5,5.37,2024-01-03 11:51:23,False
301,1,1,35.34,2024-01-03 12:28:57,False
302,1,2,61.52,2024-01-03 12:11:31,False
303,1,3,52.31,2024-01-03 12:51:33,False
304,1,4,49.12,2024-01-03 12:27:05,False
305,1,5,5.02,2024-01-03 12:11:34,False
306,1,1,24.77,2024-01-03 13:20:42,False
307,1,2,52.38,2024-01-03 13:45:27,False
308,1,3,24.09,2024-01-03 13:28:02,False
309,1,4,28.79,2024-01-03 13:39:27,False
310,1,5,3.74,2024-01-03 13:03:04,False
311,1,1,27.62,2024-01-03 14:32:51,False
312,1,2,31.8,2024-01-03 14:01:09,False
313,1,3,26.04,2024-01-03 14:28:02,False
314,1,4,87.97,2024-01-03 14:41:23,False
315,1,5,2.45,2024-01-03 14:02:38,False
316,1,1,35.61,2024-01-03 15:23:23,False
317,1,2,31.82,2024-01-03 15:08:33,False
318,1,3,40.58,2024-01-03 15:17:15,False
319,1,4,55.85,2024-01-03 15:11:31,False
320,1,5,3.6,2024-01-03 15:07:16,False
321,1,1,38.49,2024-01-03 16:13:39,False
322,1,2,73.19,2024-01-03 16:31:12,False
323,1,3,61.45,2024-01-03 16:28:11,False
324,1,4,72.31,2024-01-03 16:05:51,False
325,1,5,6.51,2024-01-03 16:20:42,False
326,1,1,38.83,2024-01-03 17:34:18,False
327,1,2,71.67,2024-01-03 17:45:45,False
328,1,3,43.84,2024-01-03 17:50:23,False
329,1,4,11.49,2024-01-03 17:12:50,False
330,1,5,5.45,2024-01-03 17:01:23,False
331,1,1,71.42,2024-01-03 18:51:35,False
332,1,2,95.06,2024-01-03 18:04:19,False
333,1,3,60.42,2024-01-03 18:30:33,False
334,1,4,101.13,2024-01-03 18:36:04,False
335,1,5,5.7,2024-01-03 18:04:28,False
336,1,1,50.64,2024-01-03 19:08:56,False
337,1,2,49.69,2024-01-03 19:37:11,False
338,1,3,79.7,2024-01-03 19:32:58,False
339,1,4,139.26,2024-01-03 19:33:09,False
340,1,5,6.48,2024-01-03 19:59:45,False
341,1,1,29.66,2024-01-03 20:33:57,False
342,1,2,46.44,2024-01-03 20:12:40,False
343,1,3,43.32,2024-01-03 20:40:19,False
344,1,4,80.67,2024-01-03 20:41:10,False
345,1,5,3.16,2024-01-03 20:10:42,False
346,1,1,22.9,2024-01-03 21:21:53,False
347,1,2,47.58,2024-01-03 21:55:01,False
348,1,3,52.26,2024-01-03 21:49:36,False
349,1,4,37.84,2024-01-03 21:36:26,False
350,1,5,2.4,2024-01-03 21:56:40,False
351,1,1,27.83,2024-01-03 22:19:30,False
352,1,2,46.87,2024-01-03 22:25:19,False
353,1,3,38.22,2024-01-03 22:10:28,False
354,1,4,72.53,2024-01-03 22:21:38,False
355,1,5,3.25,2024-01-03 22:20:46,False
356,1,1,36.69,2024-01-03 23:25:08,False
357,1,2,24.0,2024-01-03 23:06:20,False
358,1,3,27.99,2024-01-03 23:28:15,False
359,1,4,64.41,2024-01-03 23:24:55,False
360,1,5,2.28,2024-01-03 23:55:57,False
361,1,1,19.88,2024-01-04 00:36:46,False
362,1,2,53.81,2024-01-04 00:31:32,False
363,1,3,28.52,2024-01-04 00:31:01,False
364,1,4,56.17,2024-01-04 00:29:15,False
365,1,5,1.98,2024-01-04 00:03:18,False
366,1,1,17.59,2024-01-04 01:41:43,False
367,1,2,31.87,2024-01-04 01:54:06,False
368,1,3,25.83,2024-01-04 01:46:23,False
369,1,4,75.29,2024-01-04 01:25:03,False
370,1,5,2.94,2024-01-04 01:35:18,False
371,1,1,15.01,2024-01-04 02:48:35,False
372,1,2,38.57,2024-01-04 02:43:39,False
373,1,3,32.3,2024-01-04 02:25:23,False
374,1,4,72.72,2024-01-04 02:23:48,False
375,1,5,3.48,2024-01-04 02:25:32,False
376,1,1,15.51,2024-01-04 03:45:21,False
377,1,2,27.17,2024-01-04 03:09:38,False
378,1,3,18.37,2024-01-04 03:59:39,False
379,1,4,47.72,2024-01-04 03:39:47,False
380,1,5,2.89,2024-01-04 03:32:53,False
381,1,1,25.92,2024-01-04 04:36:19,False
382,1,2,35.09,2024-01-04 04:21:43,False
383,1,3,25.81,2024-01-04 04:19:50,False
384,1,4,54.74,2024-01-04 04:40:01,False
385,1,5,2.2,2024-01-04 04:41:50,False
386,1,1,31.65,2024-01-04 05:14:46,False
387,1,2,18.59,2024-01-04 05:33:40,False
388,1,3,29.82,2024-01-04 05:24:09,False
389,1,4,88.79,2024-01-04 05:36:44,False
390,1,5,2.65,2024-01-04 05:20:26,False
391,1,1,45.26,2024-01-04 06:26:32,False
392,1,2,73.28,2024-01-04 06:55:54,False
393,1,3,61.53,2024-01-04 06:08:33,False
394,1,4,175.88,2024-01-04 06:42:30,False
395,1,5,3.37,2024-01-04 06:11:29,False
396,1,1,65.74,2024-01-04 07:22:43,False
397,1,2,47.02,2024-01-04 07:41:51,False
398,1,3,59.96,2024-01-04 07:12:15,False
399,1,4,100.95,2024-01-04 07:19:49,False
400,1,5,6.76,2024-01-04 07:45:31,False
401,1,1,28.53,2024-01-04 08:59:59,False
402,1,2,93.46,2024-01-04 08:07:36,False
403,1,3,101.53,2024-01-04 08:25:52,False
404,1,4,62.12,2024-01-04 08:09:18,False
405,1,5,6.28,2024-01-04 08:05:22,False
406,1,1,39.66,2024-01-04 09:47:30,False
407,1,2,92.57,2024-01-04 09:17:59,False
408,1,3,65.15,2024-01-04 09:06:39,False
409,1,4,92.13,2024-01-04 09:03:42,False
410,1,5,6.64,2024-01-04 09:14:03,False
411,1,1,47.41,2024-01-04 10:30:06,False
412,1,2,53.2,2024-01-04 10:35:59,False
413,1,3,53.53,2024-01-04 10:56:56,False
414,1,4,44.71,2024-01-04 10:48:18,False
415,1,5,3.36,2024-01-04 10:58:49,False
416,1,1,36.53,2024-01-04 11:34:47,False
417,1,2,81.55,2024-01-04 11:58:58,False
418,1,3,48.99,2024-01-04 11:11:59,False
419,1,4,72.73,2024-01-04 11:25:50,False
420,1,5,4.16,2024-01-04 11:55:59,False
421,1,1,22.46,2024-01-04 12:19:36,False
422,1,2,66.66,2024-01-04 12:21:18,False
423,1,3,55.56,2024-01-04 12:33:31,False
424,1,4,68.75,2024-01-04 12:32:29,False
425,1,5,3.77,2024-01-04 12:21:10,False
426,1,1,26.92,2024-01-04 13:45:11,False
427,1,2,,2024-01-04 13:18:36,False
428,1,3,33.79,2024-01-04 13:39:54,False
429,1,4,109.49,2024-01-04 13:27:32,False
430,1,5,3.05,2024-01-04 13:06:11,False
431,1,1,22.98,2024-01-04 14:59:15,False
432,1,2,,2024-01-04 14:28:48,False
433,1,3,41.6,2024-01-04 14:37:46,False
434,1,4,59.11,2024-01-04 14:23:44,False
435,1,5,2.8,2024-01-04 14:29:19,False
436,1,1,33.58,2024-01-04 15:59:57,False
437,1,2,62.18,2024-01-04 15:44:07,False
438,1,3,28.64,2024-01-04 15:23:39,False
439,1,4,21.88,2024-01-04 15:30:09,False
440,1,5,3.86,2024-01-04 15:23:26,False
441,1,1,36.92,2024-01-04 16:48:34,False
442,1,2,95.2,2024-01-04 16:48:15,False
443,1,3,27.24,2024-01-04 16:50:05,False
444,1,4,146.17,2024-01-04 16:23:04,False
445,1,5,4.3,2024-01-04 16:53:35,False
446,1,1,52.69,2024-01-04 17:34:09,False
447,1,2,77.28,2024-01-04 17:28:07,False
448,1,3,44.52,2024-01-04 17:31:05,False
449,1,4,95.51,2024-01-04 17:03:29,False
450,1,5,6.45,2024-01-04 17:36:03,False
451,1,1,45.73,2024-01-04 18:19:46,False
452,1,2,,2024-01-04 18:00:47,False
453,1,3,94.37,2024-01-04 18:27:22,False
454,1,4,50.4,2024-01-04 18:03:59,False
455,1,5,7.5,2024-01-04 18:30:02,False
456,1,1,45.71,2024-01-04 19:08:49,False
457,1,2,56.2,2024-01-04 19:26:23,False
458,1,3,38.12,2024-01-04 19:55:58,False
459,1,4,104.0,2024-01-04 19:43:42,False
460,1,5,6.72,2024-01-04 19:55:22,False
461,1,1,25.88,2024-01-04 20:25:33,False
462,1,2,67.1,2024-01-04 20:53:00,False
463,1,3,21.64,2024-01-04 20:29:43,False
464,1,4,66.54,2024-01-04 20:24:52,False
465,1,5,2.55,2024-01-04 20:09:17,False
466,1,1,29.16,2024-01-04 21:48:07,False
467,1,2,58.45,2024-01-04 21:39:49,False
468,1,3,32.16,2024-01-04 21:15:13,False
469,1,4,5.92,2024-01-04 21:28:38,False
470,1,5,3.54,2024-01-04 21:15:47,False
471,1,1,29.65,2024-01-04 22:34:13,False
472,1,2,51.77,2024-01-04 22:08:32,False
473,1,3,49.06,2024-01-04 22:58:46,False
474,1,4,41.77,2024-01-04 22:49:43,False
475,1,5,3.86,2024-01-04 22:56:09,False
476,1,1,34.7,2024-01-04 23:26:19,False
477,1,2,21.53,2024-01-04 23:37:56,False
478,1,3,39.71,2024-01-04 23:43:27,False
479,1,4,55.03,2024-01-04 23:22:41,False
480,1,5,3.35,2024-01-04 23:20:44,False
481,1,1,22.6,2024-01-05 00:24:11,False
482,1,2,30.66,2024-01-05 00:54:14,False
483,1,3,22.99,2024-01-05 00:51:29,False
484,1,4,52.6,2024-01-05 00:26:35,False
485,1,5,2.07,2024-01-05 00:16:13,False
486,1,1,15.15,2024-01-05 01:28:54,False
487,1,2,43.23,2024-01-05 01:53:12,False
488,1,3,19.23,2024-01-05 01:38:38,False
489,1,4,64.1,2024-01-05 01:51:48,False
490,1,5,2.89,2024-01-05 01:13:30,False
491,1,1,11.82,2024-01-05 02:19:58,False
492,1,2,,2024-01-05 02:47:07,False
493,1,3,37.83,2024-01-05 02:58:15,False
494,1,4,34.13,2024-01-05 02:25:58,False
495,1,5,2.4,2024-01-05 02:18:24,False
496,1,1,23.19,2024-01-05 03:19:16,False
497,1,2,44.35,2024-01-05 03:29:06,False
498,1,3,26.35,2024-01-05 03:48:53,False
499,1,4,41.11,2024-01-05 03:20:26,False
500,1,5,3.4,2024-01-05 03:47:09,False
501,1,1,,2024-01-05 04:37:37,False
502,1,2,46.46,2024-01-05 04:12:21,False
503,1,3,29.03,2024-01-05 04:15:31,False
504,1,4,37.27,2024-01-05 04:21:16,False
505,1,5,2.21,2024-01-05 04:46:41,False
506,1,1,23.51,2024-01-05 05:46:50,False
507,1,2,40.42,2024-01-05 05:34:31,False
508,1,3,39.48,2024-01-05 05:41:03,False
509,1,4,63.81,2024-01-05 05:04:52,False
510,1,5,1.85,2024-01-05 05:26:08,False
511,1,1,60.02,2024-01-05 06:45:09,False
512,1,2,,2024-01-05 06:23:03,False
513,1,3,57.83,2024-01-05 06:39:58,False
514,1,4,129.2,2024-01-05 06:00:34,False
515,1,5,8.46,2024-01-05 06:33:46,False
516,1,1,84.47,2024-01-05 07:01:32,False
517,1,2,97.02,2024-01-05 07:51:58,False
518,1,3,61.48,2024-01-05 07:33:09,False
519,1,4,141.02,2024-01-05 07:16:52,False
520,1,5,7.12,2024-01-05 07:05:23,False
521,1,1,43.71,2024-01-05 08:15:44,False
522,1,2,126.29,2024-01-05 08:54:05,False
523,1,3,68.97,2024-01-05 08:48:02,False
524,1,4,139.5,2024-01-05 08:35:30,False
525,1,5,6.85,2024-01-05 08:10:05,False
526,1,1,52.53,2024-01-05 09:50:21,False
527,1,2,102.74,2024-01-05 09:06:57,False
528,1,3,53.6,2024-01-05 09:13:57,False
529,1,4,95.59,2024-01-05 09:30:17,False
530,1,5,4.72,2024-01-05 09:59:17,False
531,1,1,36.26,2024-01-05 10:02:11,False
532,1,2,69.62,2024-01-05 10:13:37,False
533,1,3,50.26,2024-01-05 10:52:25,False
534,1,4,129.54,2024-01-05 10:36:15,False
535,1,5,4.15,2024-01-05 10:43:57,False
536,1,1,38.13,2024-01-05 11:47:08,False
537,1,2,37.95,2024-01-05 11:05:32,False
538,1,3,39.72,2024-01-05 11:06:27,False
539,1,4,101.56,2024-01-05 11:38:49,False
540,1,5,4.86,2024-01-05 11:49:20,False
541,1,1,30.27,2024-01-05 12:28:31,False
542,1,2,55.22,2024-01-05 12:24:27,False
543,1,3,25.62,2024-01-05 12:24:05,False
544,1,4,71.47,2024-01-05 12:15:45,False
545,1,5,4.9,2024-01-05 12:24:45,False
546,1,1,28.88,2024-01-05 13:24:20,False
547,1,2,50.15,2024-01-05 13:19:28,False
548,1,3,34.9,2024-01-05 13:08:05,False
549,1,4,63.27,2024-01-05 13:35:32,False
550,1,5,2.79,2024-01-05 13:22:35,False
551,1,1,29.66,2024-01-05 14:20:55,False
552,1,2,49.11,2024-01-05 14:24:49,False
553,1,3,39.17,2024-01-05 14:57:15,False
554,1,4,51.49,2024-01-05 14:24:10,False
555,1,5,1.83,2024-01-05 14:31:09,False
556,1,1,32.17,2024-01-05 15:26:19,False
557,1,2,37.34,2024-01-05 15:16:15,False
558,1,3,26.11,2024-01-05 15:39:12,False
